name,,hispanic weight
SANMIGUEL,34083974,4652
AYON,34088624,4650
CALZADA,34093273,4649
LABOY,34097917,4644
GALLEGO,34102559,4642
ERAZO,34107198,4639
ESCOTO,34111834,4636
TALAMANTES,34116468,4634
CASIANO,34121097,4629
GABRIEL,34125724,4627
LAMAS,34130350,4626
BURCIAGA,34134971,4621
COSME,34139587,4616
BRICENO,34144202,4615
JENKINS,34148810,4608
VILLALBA,34153417,4607
BATRES,34158022,4605
CABELLO,34162619,4597
AHUMADA,34167216,4597
QUIJADA,34171812,4596
COBOS,34176406,4594
DIAS,34180991,4585
GASCA,34185573,4582
LOZOYA,34190138,4565
ROSE,34194678,4540
SENA,34199218,4540
ALATORRE,34203752,4534
CERVANTEZ,34208278,4526
JUAN,34212801,4523
AGUINAGA,34217320,4519
JACINTO,34221838,4518
GUADALUPE,34226353,4515
WASHINGTON,34230858,4505
DANIEL,34235359,4501
YANES,34239858,4499
CANDELARIO,34244356,4498
PLAZA,34248852,4496
PALMER,34253346,4494
MILIAN,34257827,4481
VILLALTA,34262307,4480
ZURITA,34266785,4478
SIGALA,34271262,4477
VIZCARRA,34275738,4476
CHAVES,34280210,4472
CAMPUZANO,34284671,4461
GRANADO,34289129,4458
WONG,34293583,4454
CLEMENTE,34298033,4450
HAYES,34302481,4448
BORGES,34306918,4437
ARRIETA,34311355,4437
CANCHOLA,34315786,4431
VICTORIA,34320214,4428
ARZOLA,34324634,4420
JORGE,34329042,4408
GIBSON,34333446,4404
CALLE,34337838,4392
GRIFFIN,34342222,4384
AMEZQUITA,34346606,4384
FORD,34350986,4380
ALEJANDRE,34355361,4375
CASTORENA,34359734,4373
SOLER,34364103,4369
RAYGOZA,34368472,4369
MENDIETA,34372839,4367
CARBALLO,34377193,4354
GRAJEDA,34381538,4345
KENNEDY,34385871,4333
CORDOBA,34390201,4330
OSEGUERA,34394523,4322
PLATA,34398844,4321
BARROSO,34403165,4321
GOMES,34407479,4314
TOPETE,34411787,4308
FRAIRE,34416089,4302
MELENDREZ,34420388,4299
GRULLON,34424686,4298
GAMINO,34428979,4293
ESQUIBEL,34433270,4291
GORDILLO,34437553,4283
COLUNGA,34441834,4281
CANAS,34446102,4268
ANDRES,34450367,4265
GANDARA,34454630,4263
ENCISO,34458892,4262
BRYANT,34463152,4260
WELLS,34467399,4247
TOMAS,34471638,4239
PEGUERO,34475877,4239
LOPES,34480091,4214
BALBUENA,34484302,4211
CHICAS,34488487,4185
PASTRANA,34492671,4184
REAL,34496854,4183
ZERMENO,34501027,4173
WOODS,34505196,4169
NAVAS,34509353,4157
CALIXTO,34513486,4133
SIMPSON,34517614,4128
BOBADILLA,34521741,4127
ADAMES,34525862,4121
MORFIN,34529980,4118
DELREAL,34534097,4117
BURNS,34538211,4114
DEHOYOS,34542323,4112
TORIBIO,34546420,4097
ESPITIA,34550516,4096
MEJIAS,34554611,4095
SILVAS,34558704,4093
NOYOLA,34562796,4092
ASTORGA,34566884,4088
SAIZ,34570969,4085
LAUREANO,34575053,4084
MARCIAL,34579135,4082
CELAYA,34583216,4081
MARINO,34587294,4078
TERRONES,34591363,4069
GEORGE,34595427,4064
ALMENDAREZ,34599486,4059
GERMAN,34603542,4056
MAURICIO,34607579,4037
AGUIAR,34611613,4034
ALAS,34615642,4029
MERCEDES,34619667,4025
CAUDILLO,34623686,4019
VILLAR,34627699,4013
GARZON,34631711,4012
PERES,34635718,4007
PASILLAS,34639719,4001
JOSE,34643719,4000
PORTER,34647713,3994
DIXON,34651684,3971
GRANT,34655653,3969
OWENS,34659618,3965
ARGUELLES,34663581,3963
DANIELS,34667538,3957
REVELES,34671492,3954
NOVOA,34675436,3944
TELLES,34679379,3943
TUCKER,34683313,3934
ARCOS,34687244,3931
COSTA,34691166,3922
LONDONO,34695088,3922
HUNTER,34699002,3914
SISNEROS,34702901,3899
FERMIN,34706799,3898
MURGUIA,34710696,3897
CASARES,34714590,3894
TAVARES,34718483,3893
FREEMAN,34722373,3890
MANUEL,34726262,3889
MEDEL,34730146,3884
VALERO,34734025,3879
GURULE,34737903,3878
OLEA,34741778,3875
BORRERO,34745649,3871
WEBB,34749516,3867
MASON,34753377,3861
ALMANZAR,34757232,3855
HUERTAS,34761065,3833
PAIZ,34764890,3825
ENCINAS,34768712,3822
SOTOMAYOR,34772530,3818
DEPAZ,34776343,3813
QUIJANO,34780154,3811
PABLO,34783951,3797
TRISTAN,34787748,3797
ALCAZAR,34791542,3794
FRAGOSO,34795331,3789
JEREZ,34799119,3788
MATAMOROS,34802905,3786
LEPE,34806691,3786
SHAW,34810476,3785
ROBERTSON,34814256,3780
TOBIAS,34818030,3774
HINOJOS,34821800,3770
ARMSTRONG,34825567,3767
SEBASTIAN,34829334,3767
VIRGEN,34833095,3761
WAGNER,34836849,3754
SIMENTAL,34840588,3739
SPENCER,34844324,3736
OLIVEROS,34848056,3732
ZAMORANO,34851788,3732
HOLMES,34855519,3731
CENICEROS,34859249,3730
SANTIBANEZ,34862973,3724
BECERRIL,34866690,3717
HIGUERA,34870405,3715
ALMODOVAR,34874118,3713
PLACENCIA,34877831,3713
FERGUSON,34881535,3704
QUINTEROS,34885235,3700
FOX,34888921,3686
CRAWFORD,34892604,3683
GRANILLO,34896287,3683
FONTANEZ,34899965,3678
STEPHENS,34903639,3674
FARFAN,34907311,3672
RICHARDS,34910978,3667
STONE,34914642,3664
HUNT,34918301,3659
RYAN,34921959,3658
LUNG,34925608,3649
ESPANA,34929252,3644
JACQUEZ,34932891,3639
AVITIA,34936515,3624
MOCTEZUMA,34940137,3622
CUEVA,34943757,3620
ZAZUETA,34947374,3617
TREVIZO,34950989,3615
FRAGA,34954597,3608
BLACK,34958202,3605
PASTOR,34961796,3594
CALLEJAS,34965379,3583
BUCIO,34968959,3580
CARRERO,34972537,3578
CARILLO,34976096,3559
ROMANO,34979653,3557
LLANOS,34983209,3556
VIDALES,34986765,3556
GILL,34990317,3552
MANCIA,34993865,3548
WARREN,34997410,3545
ALDERETE,35000955,3545
MILLS,35004495,3540
VILLAVICENCIO,35008035,3540
SOLARES,35011574,3539
LICEA,35015112,3538
NICHOLS,35018649,3537
MAES,35022186,3537
REA,35025717,3531
MATUTE,35029245,3528
GLORIA,35032766,3521
LAINEZ,35036287,3521
OSPINA,35039807,3520
ESTEBAN,35043326,3519
RETANA,35046840,3514
GAMA,35050353,3513
CHAN,35053864,3511
PETERS,35057370,3506
HANSEN,35060874,3504
CUNNINGHAM,35064375,3501
CASTELAN,35067875,3500
MERIDA,35071369,3494
HAWKINS,35074862,3493
OCEGUERA,35078347,3485
RICE,35081830,3483
VILLAGRAN,35085288,3458
HART,35088745,3457
AVILEZ,35092201,3456
SALAMANCA,35095653,3452
PAYNE,35099103,3450
DUNCAN,35102550,3447
BERNABE,35105995,3445
JOHNSTON,35109436,3441
GARDEA,35112877,3441
MEYER,35116317,3440
SCHMIDT,35119757,3440
ANDREWS,35123195,3438
GILBERT,35126620,3425
PIERCE,35130044,3424
HOYOS,35133467,3423
MARRUFO,35136888,3421
KNIGHT,35140305,3417
ALCOCER,35143722,3417
LEZAMA,35147138,3416
VILLELA,35150554,3416
ANDUJAR,35153964,3410
RAY,35157373,3409
PLASENCIA,35160782,3409
VERAS,35164186,3404
MARCANO,35167589,3403
PEREYRA,35170991,3402
ALVARES,35174393,3402
REYNAGA,35177795,3402
VENCES,35181193,3398
RONQUILLO,35184577,3384
BORJAS,35187958,3381
HICKS,35191330,3372
VALTIERRA,35194702,3372
ORTEZ,35198071,3369
MANRIQUE,35201437,3366
BERRY,35204797,3360
GUAMAN,35208147,3350
ARNOLD,35211494,3347
UMANZOR,35214837,3343
DAVID,35218179,3342
LLANES,35221521,3342
MUNOS,35224859,3338
BAILON,35228194,3335
BASURTO,35231528,3334
TAFOLLA,35234861,3333
OLSON,35238190,3329
AUSTIN,35241517,3327
ABAD,35244839,3322
SUSTAITA,35248160,3321
RILEY,35251480,3320
ATENCIO,35254798,3318
SEGARRA,35258116,3318
REBOLLAR,35261431,3315
BOYD,35264745,3314
CHINCHILLA,35268056,3311
ARCINIEGA,35271358,3302
COBIAN,35274659,3301
CENDEJAS,35277952,3293
SAINZ,35281244,3292
MENDOSA,35284534,3290
SAMAYOA,35287819,3285
FABELA,35291103,3284
COREAS,35294381,3278
GARDNER,35297653,3272
SAEZ,35300922,3269
ZABALA,35304183,3261
FRANKLIN,35307439,3256
UGALDE,35310694,3255
LANDIN,35313948,3254
LUA,35317191,3243
LAWRENCE,35320433,3242
SAMANO,35323672,3239
ARIZMENDI,35326908,3236
SOLTERO,35330140,3232
BANEGAS,35333368,3228
GUSMAN,35336591,3223
LOBATO,35339809,3218
CABRALES,35343027,3218
ARCEO,35346235,3208
CANCEL,35349438,3203
NICOLAS,35352638,3200
BRADLEY,35355837,3199
PARAMO,35359036,3199
ADORNO,35362233,3197
MAYO,35365428,3195
CANELA,35368618,3190
ECHAVARRIA,35371808,3190
DUNN,35374990,3182
MARCOS,35378170,3180
VERDIN,35381348,3178
CARROLL,35384517,3169
SEDILLO,35387686,3169
TARIN,35390851,3165
CHAPMAN,35394011,3160
LARES,35397165,3154
PAVON,35400317,3152
TRIANA,35403464,3147
VILLAFUERTE,35406611,3147
MAY,35409751,3140
MATTHEWS,35412889,3138
BEDOYA,35416026,3137
LANE,35419153,3127
HORTA,35422277,3124
ZAPIEN,35425399,3122
PERKINS,35428514,3115
TAVERA,35431627,3113
ARECHIGA,35434736,3109
URIOSTEGUI,35437827,3091
VELAZCO,35440915,3088
URIARTE,35443999,3084
LEYBA,35447080,3081
SNYDER,35450157,3077
DORANTES,35453225,3068
KELLEY,35456292,3067
POMPA,35459358,3066
IRAHETA,35462422,3064
OBANDO,35465482,3060
DELCASTILLO,35468539,3057
BRAMBILA,35471593,3054
JENSEN,35474646,3053
MARTELL,35477699,3053
WEAVER,35480748,3049
NAVARRETTE,35483792,3044
CHANG,35486831,3039
ARIZA,35489870,3039
VILLAGRANA,35492907,3037
MANJARREZ,35495943,3036
CUETO,35498976,3033
MONTEJANO,35502007,3031
MORRISON,35505023,3016
LIRIANO,35508038,3015
JOSEPH,35511046,3008
JARQUIN,35514053,3007
WILLIS,35517059,3006
ELLIOTT,35520059,3000
DEAN,35523057,2998
LEMOS,35526054,2997
PINZON,35529049,2995
DOMINGO,35532043,2994
MOLINAR,35535033,2990
JACOBS,35538022,2989
MALAGON,35540999,2977
CASTILLEJA,35543975,2976
UGARTE,35546949,2974
DUBON,35549920,2971
HUDSON,35552889,2969
VALENTINE,35555858,2969
LYNCH,35558824,2966
BARRERAS,35561790,2966
BURKE,35564751,2961
FRANCIS,35567711,2960
DELACERDA,35570662,2951
PINEIRO,35573611,2949
GUTIERRES,35576558,2947
VIEYRA,35579502,2944
TENA,35582442,2940
WHEELER,35585380,2938
ROBLERO,35588317,2937
CORTINAS,35591250,2933
COHEN,35594181,2931
MORILLO,35597112,2931
MCCOY,35600035,2923
SINGH,35602953,2918
ONOFRE,35605871,2918
REID,35608788,2917
AGUSTIN,35611703,2915
HARVEY,35614617,2914
ESCARENO,35617527,2910
ZAVALETA,35620436,2909
VALLEJOS,35623343,2907
BENITES,35626246,2903
ROCA,35629127,2881
VIVAR,35632008,2881
MANCHA,35634887,2879
HARPER,35637762,2875
RAEL,35640632,2870
CARR,35643501,2869
TABARES,35646365,2864
CEVALLOS,35649224,2859
VIZCAINO,35652083,2859
ESCUDERO,35654939,2856
MOROCHO,35657795,2856
SEDANO,35660650,2855
PALENCIA,35663500,2850
MELARA,35666347,2847
RECIO,35669192,2845
CANCINO,35672033,2841
DOUGLAS,35674873,2840
BERNARD,35677711,2838
CARPENTER,35680542,2831
GRANDE,35683370,2828
AGUILLON,35686198,2828
ANCHONDO,35689024,2826
MOSQUERA,35691848,2824
GALEANO,35694672,2824
MASCORRO,35697495,2823
ALDACO,35700313,2818
SAHAGUN,35703129,2816
MONTERROSO,35705940,2811
ALAMO,35708747,2807
BARILLAS,35711553,2806
GUIZAR,35714357,2804
GENAO,35717159,2802
PEDRO,35719960,2801
GALEANA,35722760,2800
MORONES,35725547,2787
GREENE,35728333,2786
HOFFMAN,35731118,2785
MERCED,35733898,2780
RESTO,35736678,2780
WELCH,35739457,2779
SANJUAN,35742231,2774
SALOMON,35745003,2772
SILVERIO,35747772,2769
RUBALCABA,35750537,2765
BISHOP,35753300,2763
LAZCANO,35756063,2763
MEMBRENO,35758823,2760
NGUYEN,35761580,2757
HOWELL,35764336,2756
VILLAFANA,35767091,2755
MONARREZ,35769846,2755
URBANO,35772600,2754
OBRIEN,35775350,2750
CASIAS,35778099,2749
SEGUNDO,35780843,2744
GONGORA,35783580,2737
POSADAS,35786316,2736
ASENCIO,35789049,2733
MONTGOMERY,35791773,2724
HILARIO,35794497,2724
VASQUES,35797190,2693
LOAIZA,35799883,2693
DELROSARIO,35802575,2692
LUERA,35805263,2688
CUENCA,35807948,2685
VALERA,35810627,2679
VITAL,35813303,2676
TRONCOSO,35815979,2676
MONTIJO,35818645,2666
GAETA,35821310,2665
WATKINS,35823966,2656
BARRETT,35826618,2652
MURRIETA,35829270,2652
NEWMAN,35831920,2650
NAJAR,35834566,2646
DELANGEL,35837210,2644
JIMINEZ,35839853,2643
GUARDIOLA,35842492,2639
MIJARES,35845120,2628
CABEZAS,35847747,2627
LOYOLA,35850367,2620
QUIROS,35852987,2620
FIERROS,35855607,2620
LAWSON,35858226,2619
MARIA,35860845,2619
ASTUDILLO,35863464,2619
CURTIS,35866080,2616
LAMBERT,35868693,2613
RONDON,35871303,2610
WILLIAMSON,35873912,2609
LOMAS,35876518,2606
COSTILLA,35879124,2606
LANTIGUA,35881723,2599
RAYMUNDO,35884320,2597
COELLO,35886914,2594
BANKS,35889506,2592
GONSALES,35892098,2592
MAREZ,35894688,2590
ROCHE,35897275,2587
BURTON,35899861,2586
CID,35902446,2585
OLAGUE,35905029,2583
GAUNA,35907603,2574
CLAROS,35910174,2571
CALLES,35912743,2569
MANCILLAS,35915311,2568
FULLER,35917876,2565
GODINA,35920440,2564
MOREJON,35923001,2561
MONSIVAIS,35925555,2554
GABALDON,35928108,2553
ABURTO,35930661,2553
CUADRA,35933213,2552
PECINA,35935765,2552
JOYA,35938310,2545
SIMS,35940849,2539
LAGOS,35943388,2539
REINA,35945921,2533
SILVESTRE,35948450,2529
DAY,35950972,2522
MARRON,35953485,2513
PALOS,35955998,2513
ARDON,35958504,2506
VIVAS,35961008,2504
SAMORA,35963510,2502
ESPINDOLA,35966006,2496
CARLSON,35968501,2495
NAPOLES,35970996,2495
AROCHO,35973490,2494
EVANGELISTA,35975981,2491
SEDA,35978471,2490
GATICA,35980961,2490
PICAZO,35983448,2487
DELAVEGA,35985929,2481
ESCALONA,35988409,2480
MARADIAGA,35990888,2479
MIRABAL,35993366,2478
GAXIOLA,35995842,2476
MEDEROS,35998317,2475
KEYES,36000788,2471
GUIDO,36003258,2470
ALVIDREZ,36005723,2465
BORUNDA,36008187,2464
JIMENES,36010647,2460
FIELDS,36013098,2451
BARNETT,36015547,2449
NUNES,36017996,2449
BLANCAS,36020445,2449
PANDO,36022893,2448
ATILANO,36025336,2443
DAVIDSON,36027778,2442
LICON,36030220,2442
ZAMARRON,36032661,2441
COLINDRES,36035101,2440
GARRETT,36037536,2435
BRACAMONTES,36039970,2434
HOLLAND,36042400,2430
CLARKE,36044830,2430
JERONIMO,36047257,2427
CORPUS,36049683,2426
MENDES,36052107,2424
LEMA,36054527,2420
PEREDA,36056943,2416
AGUDELO,36059359,2416
LOBO,36061774,2415
CHAMORRO,36064189,2415
DIEZ,36066603,2414
COTO,36069017,2414
DERAS,36071429,2412
MUJICA,36073840,2411
MURCIA,36076249,2409
TINEO,36078657,2408
COREA,36081059,2402
LUPERCIO,36083461,2402
ORANTES,36085862,2401
REINOSO,36088258,2396
LARSON,36090648,2390
WEBER,36093033,2385
BENCOMO,36095418,2385
BUSTILLO,36097799,2381
GIMENEZ,36100178,2379
DEALBA,36102555,2377
SAVALA,36104931,2376
PESINA,36107295,2364
LOPEZLOPEZ,36109658,2363
LOWE,36112019,2361
CHICO,36114379,2360
OLIVERAS,36116737,2358
BRIZUELA,36119092,2355
MORELOS,36121443,2351
WALTERS,36123793,2350
CHAMBERS,36126139,2346
HANSON,36128484,2345
REBOLLEDO,36130828,2344
DELAPENA,36133171,2343
NATAL,36135513,2342
BOWMAN,36137854,2341
MANCERA,36140190,2336
TERRY,36142521,2331
SAGASTUME,36144852,2331
SCHULTZ,36147180,2328
COLORADO,36149501,2321
MOSCOSO,36151816,2315
WALSH,36154127,2311
GERENA,36156435,2308
HENAO,36158741,2306
BATES,36161045,2304
ALBINO,36163346,2301
CARDIEL,36165646,2300
GILES,36167943,2297
LIZAMA,36170237,2294
MINAYA,36172521,2284
CHAVARIN,36174805,2284
RAFAEL,36177088,2283
PEARSON,36179369,2281
RICARDO,36181647,2278
GREGORY,36183922,2275
WADE,36186192,2270
LIMAS,36188461,2269
POZO,36190730,2269
RAYO,36192997,2267
TERCERO,36195261,2264
BREWER,36197523,2262
DENNIS,36199783,2260
BUGARIN,36202042,2259
VILLASANA,36204301,2259
FOWLER,36206558,2257
TROCHE,36208809,2251
BARGAS,36211056,2247
ORDUNO,36213303,2247
VILCHIS,36215549,2246
BOLIVAR,36217794,2245
VILLAFANE,36220034,2240
MENDIVIL,36222271,2237
SANTIZO,36224503,2232
VARA,36226733,2230
LEONARDO,36228962,2229
ORDUNA,36231191,2229
VILLICANA,36233419,2228
CAPETILLO,36235646,2227
ULIBARRI,36237869,2223
GRAMAJO,36240092,2223
MANN,36242313,2221
REEVES,36244534,2221
BLAS,36246755,2221
CALERO,36248976,2221
KELLER,36251196,2220
HUEZO,36253415,2219
ESCARCEGA,36255632,2217
DEHERRERA,36257847,2215
PATLAN,36260061,2214
LEONARD,36262274,2213
COMPEAN,36264480,2206
DURAZO,36266680,2200
STANLEY,36268878,2198
POWERS,36271076,2198
JENNINGS,36273273,2197
CRAIG,36275465,2192
JOVEL,36277656,2191
GRAVES,36279844,2188
BRYAN,36282032,2188
SCHNEIDER,36284219,2187
MATTA,36286405,2186
NOVA,36288588,2183
ZUBIA,36290770,2182
DONIS,36292950,2180
LOGAN,36295129,2179
CABANAS,36297307,2178
REYNOSA,36299485,2178
PAGE,36301659,2174
CORTINA,36303828,2169
CRISTOBAL,36305996,2168
ZARCO,36308162,2166
BARROS,36310325,2163
CRESPIN,36312487,2162
VAQUERA,36314648,2161
PRUNEDA,36316808,2160
FLETCHER,36318967,2159
BANOS,36321125,2158
CALDWELL,36323276,2151
CAICEDO,36325426,2150
DELAMORA,36327576,2150
URREA,36329725,2149
STEELE,36331868,2143
CORADO,36334006,2138
BOWEN,36336142,2136
SOZA,36338274,2132
LITTLE,36340403,2129
BARTON,36342531,2128
BARKER,36344657,2126
POLO,36346783,2126
BASQUEZ,36348909,2126
SALES,36351034,2125
VALDERRAMA,36353159,2125
PENATE,36355283,2124
HAYNES,36357406,2123
CARINO,36359528,2122
FUERTE,36361650,2122
HIGAREDA,36363772,2122
BUENDIA,36365893,2121
VILA,36368012,2119
GREGORIO,36370129,2117
BRACAMONTE,36372246,2117
VIDES,36374363,2117
AMADO,36376477,2114
OSORNIO,36378590,2113
NATIVIDAD,36380702,2112
PINERO,36382812,2110
CANIZALES,36384920,2108
ANTHONY,36387025,2105
CARRERAS,36389128,2103
BARRIENTES,36391229,2101
OLMEDA,36393327,2098
GRACIANO,36395425,2098
URQUIZA,36397523,2098
HALE,36399619,2096
LOVE,36401715,2096
SANTISTEVAN,36403807,2092
FRAZIER,36405898,2091
PAUL,36407987,2089
CANSECO,36410074,2087
MCDANIEL,36412159,2085
PENG,36414241,2082
ATKINSON,36416322,2081
CAMILO,36418403,2081
RABAGO,36420483,2080
VIVANCO,36422563,2080
MONTESINOS,36424642,2079
VILLALON,36426717,2075
BENSON,36428791,2074
ALAMILLO,36430865,2074
MILES,36432937,2072
HOPKINS,36435008,2071
CUESTA,36437077,2069
DEARMAS,36439146,2069
MAJANO,36441213,2067
PUEBLA,36443271,2058
FERNANDES,36445326,2055
CARIAS,36447381,2055
LATORRE,36449431,2050
ANZALDUA,36451481,2050
LORENZANA,36453530,2049
BECKER,36455577,2047
RODGERS,36457623,2046
BALBOA,36459669,2046
BERMEJO,36461714,2045
PERALEZ,36463754,2040
BECK,36465789,2035
LACAYO,36467824,2035
OCONNOR,36469857,2033
QUINN,36471889,2032
QUINTANAR,36473920,2031
STEVENSON,36475949,2029
CASADO,36477978,2029
AGUADO,36480007,2029
JACOME,36482034,2027
LUJANO,36484061,2027
WATTS,36486087,2026
LOPEZGARCIA,36488113,2026
CAMPO,36490138,2025
DEDIOS,36492163,2025
VALIENTE,36494188,2025
ESPADA,36496213,2025
BERNARDINO,36498237,2024
BARRANCO,36500259,2022
BEJAR,36502281,2022
ROSALEZ,36504302,2021
TOSTADO,36506323,2021
WARNER,36508342,2019
JUSTINIANO,36510361,2019
SHELTON,36512379,2018
MARINEZ,36514397,2018
LICONA,36516414,2017
RUSSO,36518430,2016
CAZAREZ,36520446,2016
MAISONET,36522458,2012
GRANDA,36524469,2011
ARAUZ,36526480,2011
GERARDO,36528490,2010
CORNELIO,36530498,2008
MIER,36532503,2005
AVELLANEDA,36534507,2004
GRIFFITH,36536510,2003
MARIANO,36538513,2003
COLMENARES,36540512,1999
VAUGHN,36542510,1998
CERVERA,36544508,1998
ONEILL,36546504,1996
FAZ,36548497,1993
ZALDIVAR,36550489,1992
BUENTELLO,36552480,1991
OCON,36554470,1990
FLEMING,36556455,1985
ARELLANES,36558436,1981
NEAL,36560416,1980
LYONS,36562393,1977
BLAKE,36564370,1977
NORRIS,36566345,1975
AMBROSIO,36568320,1975
PATRICIO,36570295,1975
BALCAZAR,36572270,1975
BLAIR,36574244,1974
DISLA,36576218,1974
GARCIALOPEZ,36578192,1974
PANTALEON,36580165,1973
GERONIMO,36582136,1971
TADEO,36584106,1970
ORTUNO,36586075,1969
RHODES,36588042,1967
MILAN,36590008,1966
BALDWIN,36591970,1962
JIRON,36593932,1962
CHRISTIAN,36595893,1961
LUQUE,36597854,1961
BYRD,36599814,1960
ALDAPE,36601772,1958
HAIL,36603729,1957
MCKINNEY,36605685,1956
CROSS,36607639,1954
AISPURO,36609591,1952
ORTEGON,36611542,1951
BRENES,36613488,1946
BRADY,36615433,1945
MONTERROSA,36617378,1945
GARCIAGARCIA,36619323,1945
HIPOLITO,36621267,1944
CUMMINGS,36623210,1943
ESTEVES,36625152,1942
CABA,36627093,1941
DAWSON,36629031,1938
SUTTON,36630968,1937
REESE,36632904,1936
COSIO,36634835,1931
DELARIVA,36636766,1931
CORCHADO,36638696,1930
RAMSEY,36640623,1927
BUSH,36642547,1924
URESTI,36644471,1924
SUERO,36646391,1920
DELALUZ,36648309,1918
ESPEJO,36650225,1916
CARAVEO,36652137,1912
CANTERO,36654048,1911
OYOLA,36655952,1904
LEVY,36657854,1902
CHANDLER,36659754,1900
PINALES,36661654,1900
HORTON,36663553,1899
CALIX,36665450,1897
NEWTON,36667346,1896
RENTAS,36669242,1896
PLANCARTE,36671136,1894
CURRY,36673023,1887
ABRAHAM,36674910,1887
GUEL,36676797,1887
ARISPE,36678683,1886
JULIAN,36680568,1885
DELOERA,36682453,1885
BARBER,36684337,1884
TISCARENO,36686221,1884
BARON,36688104,1883
BUITRON,36689984,1880
OCANA,36691864,1880
BUITRAGO,36693744,1880
MARTI,36695623,1879
ALBARADO,36697501,1878
INZUNZA,36699379,1878
LINO,36701254,1875
KLEIN,36703127,1873
NOGUERA,36705000,1873
BETANCES,36706872,1872
GUILLERMO,36708739,1867
MAXWELL,36710601,1862
ROGEL,36712463,1862
ABRIL,36714324,1861
FIGUEREDO,36716185,1861
LEANOS,36718046,1861
FIMBRES,36719905,1859
MCCARTHY,36721763,1858
GRAJALES,36723621,1858
MASCARENAS,36725477,1856
SANMARTIN,36727333,1856
OCEGUEDA,36729187,1854
FISCHER,36731039,1852
GARFIAS,36732891,1852
LOPEZHERNANDEZ,36734742,1851
POPOCA,36736589,1847
PICENO,36738435,1846
NEIRA,36740280,1845
SHARP,36742120,1840
HOLT,36743958,1838
MESTAS,36745796,1838
HIGGINS,36747631,1835
SEVERINO,36749466,1835
BLANDON,36751300,1834
TABOADA,36753134,1834
QUISPE,36754968,1834
TOBON,36756801,1833
SAUNDERS,36758633,1832
SUNIGA,36760465,1832
MONCAYO,36762295,1830
COLMENERO,36764125,1830
GROSS,36765950,1825
PARKS,36767774,1824
INTERIANO,36769597,1823
WEBSTER,36771419,1822
APOLINAR,36773241,1822
ZAMBRANA,36775062,1821
CHIRINOS,36776883,1821
OLALDE,36778703,1820
BASILIO,36780522,1819
GARICA,36782340,1818
LOSOYA,36784156,1816
MATUS,36785971,1815
MORADO,36787785,1814
LLANAS,36789594,1809
MERLOS,36791403,1809
MONROE,36793211,1808
MCKENZIE,36795016,1805
POTTER,36796820,1804
HODGES,36798624,1804
FRANK,36800427,1803
ISAAC,36802228,1801
CORDON,36804029,1801
TRIGUEROS,36805829,1800
DOMINGUES,36807628,1799
CASTILLA,36809427,1799
REDONDO,36811223,1796
VIDAURRI,36813019,1796
PEREZLOPEZ,36814814,1795
RAYAS,36816603,1789
CHRISTENSEN,36818391,1788
DELOSREYES,36820177,1786
HARDY,36821958,1781
CERRATO,36823739,1781
MCLAUGHLIN,36825519,1780
DOYLE,36827298,1779
GOODMAN,36829075,1777
JOAQUIN,36830850,1775
MORATAYA,36832624,1774
DONES,36834397,1773
SOUZA,36836168,1771
DIAZDELEON,36837939,1771
BERLANGA,36839709,1770
DELBOSQUE,36841478,1769
MANNING,36843246,1768
CAMPOVERDE,36845014,1768
CHEVEZ,36846780,1766
ESCANDON,36848545,1765
SALVATIERRA,36850308,1763
BARDALES,36852071,1763
MARQUES,36853832,1761
FUENTEZ,36855593,1761
CADENAS,36857353,1760
CAPELLAN,36859110,1757
REVILLA,36860866,1756
PLEITEZ,36862622,1756
FORERO,36864377,1755
WOLFE,36866131,1754
LUCATERO,36867885,1754
MOSS,36869638,1753
MALONE,36871391,1753
ALEJOS,36873141,1750
COSTELLO,36874890,1749
HARMON,36876638,1748
BARTOLO,36878386,1748
MORAGA,36880134,1748
MOODY,36881880,1746
GALLAGHER,36883625,1745
SERRA,36885368,1743
GARNER,36887107,1739
FRESQUEZ,36888846,1739
DASILVA,36890582,1736
CAMERON,36892316,1734
LLERENA,36894049,1733
ALDAMA,36895782,1733
PARRILLA,36897514,1732
SAMBRANO,36899246,1732
SEGOVIANO,36900976,1730
THORNTON,36902705,1729
MCGEE,36904434,1729
ROWE,36906160,1726
PUIG,36907886,1726
SIGUENZA,36909612,1726
MULLER,36911337,1725
MARMOL,36913060,1723
MANTILLA,36914783,1723
ALI,36916505,1722
ROGUE,36918227,1722
CANEZ,36919948,1721
CANNON,36921668,1720
ZULUAGA,36923386,1718
BERMEO,36925102,1716
ADAN,36926813,1711
MARQUINA,36928523,1710
CARBONELL,36930232,1709
ESQUER,36931941,1709
SERRATOS,36933649,1708
CATANO,36935356,1707
KIM,36937061,1705
VILCHEZ,36938765,1704
