name,,black weight
PATTAN,32430518,38
ALLFORD,32430556,38
SALTUS,32430594,38
BASHEER,32430632,38
HANNE,32430670,38
MAKEY,32430708,38
BELLOCK,32430746,38
NASSIR,32430784,38
DANS,32430822,38
SHACKLES,32430860,38
SIDNER,32430898,38
NEDDERMAN,32430936,38
MCEWING,32430974,38
WAGGNER,32431012,38
BRUSCH,32431050,38
HANNIE,32431088,38
LANGON,32431126,38
KRUEL,32431164,38
AHAMAD,32431202,38
FALKER,32431240,38
DELAIRE,32431278,38
MARSHEL,32431316,38
QUESTEL,32431354,38
BRESHERS,32431392,38
SCHINE,32431430,38
BURCE,32431468,38
HUGGANS,32431506,38
SUKHAI,32431544,38
ALIN,32431582,38
HERRIFORD,32431620,38
BODWIN,32431658,38
GENTY,32431696,38
BEARDON,32431734,38
MOOYOUNG,32431772,38
FOSHA,32431810,38
BUDDY,32431848,38
AMADA,32431886,38
LABEE,32431924,38
FERELL,32431962,38
DARKIS,32432000,38
WHELER,32432038,38
SHERRIL,32432076,38
FLEWELLYN,32432114,38
JADOO,32432152,38
ESTA,32432190,38
RYES,32432228,38
HODGERS,32432266,38
ATO,32432304,38
HELLUM,32432342,38
RAFUS,32432380,38
SEARGENT,32432418,38
MARELL,32432456,38
DANVILLE,32432494,38
LONNIE,32432532,38
CHARLOTTE,32432570,38
COCKREL,32432608,38
RESE,32432646,38
PASQUET,32432684,38
BURTTS,32432722,38
ACON,32432760,38
GOMILLA,32432798,38
MASLINE,32432836,38
ORDOGNE,32432874,38
YORKMAN,32432912,38
OLOW,32432950,38
MANSINGH,32432988,38
JAYDEN,32433026,38
DABREU,32433064,38
HANSOM,32433102,38
CHARM,32433140,38
BOYO,32433178,38
NADE,32433216,38
LYDER,32433254,38
CAPLER,32433292,38
CORHN,32433330,38
SAROOP,32433368,38
VOLNY,32433406,38
BARDOWELL,32433444,38
ZAMBRANO,32433481,37
HOLGUIN,32433518,37
BEERS,32433555,37
GLASER,32433592,37
SCHOTT,32433629,37
DEUTSCH,32433666,37
BOHN,32433703,37
STURM,32433740,37
GOEBEL,32433777,37
TENORIO,32433814,37
WEIMER,32433851,37
KREMER,32433888,37
TALAVERA,32433925,37
BICKFORD,32433962,37
MICKELSON,32433999,37
GUARINO,32434036,37
HOAG,32434073,37
LOHR,32434110,37
REAM,32434147,37
BODE,32434184,37
ANTUNEZ,32434221,37
RICKERT,32434258,37
DEGROOT,32434295,37
WOLCOTT,32434332,37
FLORY,32434369,37
CHEE,32434406,37
ERAZO,32434443,37
MOYERS,32434480,37
YAP,32434517,37
KIGER,32434554,37
SOUDERS,32434591,37
KAUL,32434628,37
KETCHAM,32434665,37
TROST,32434702,37
POLLAK,32434739,37
DEMELLO,32434776,37
CLAUS,32434813,37
CHAI,32434850,37
HAUGH,32434887,37
JIM,32434924,37
HARSH,32434961,37
REIMERS,32434998,37
GOTO,32435035,37
HALLIGAN,32435072,37
TWIGG,32435109,37
PING,32435146,37
STOUGH,32435183,37
BASLER,32435220,37
RUNKLE,32435257,37
DOODY,32435294,37
GERENA,32435331,37
MATTER,32435368,37
LUCEY,32435405,37
DILLINGER,32435442,37
WARNE,32435479,37
VALLEE,32435516,37
KOLLMAN,32435553,37
MARCELINO,32435590,37
ELLENBURG,32435627,37
VANDEGRIFT,32435664,37
KRINER,32435701,37
MOSHIER,32435738,37
WIX,32435775,37
RAJU,32435812,37
GATTON,32435849,37
SCOGGIN,32435886,37
KEMMER,32435923,37
FACTOR,32435960,37
BLOCHER,32435997,37
BELAIR,32436034,37
DUDGEON,32436071,37
SHAKE,32436108,37
MONTY,32436145,37
LAFERRIERE,32436182,37
KEANEY,32436219,37
MURRIN,32436256,37
BRANNOCK,32436293,37
BRADWAY,32436330,37
SUMMERFORD,32436367,37
REDER,32436404,37
MCMANIS,32436441,37
DESPRES,32436478,37
HUNGER,32436515,37
VOWELS,32436552,37
FACER,32436589,37
LONGMAN,32436626,37
FEARING,32436663,37
BABEL,32436700,37
MONE,32436737,37
KINN,32436774,37
DEMARIS,32436811,37
WYKOFF,32436848,37
SMYERS,32436885,37
HOTH,32436922,37
CROFFORD,32436959,37
VANDYCK,32436996,37
CHAUDRY,32437033,37
RACHELS,32437070,37
MANNAN,32437107,37
BOOM,32437144,37
GOLA,32437181,37
BOUCHE,32437218,37
ACRE,32437255,37
BEVIER,32437292,37
BALLON,32437329,37
MCGALLIARD,32437366,37
GODA,32437403,37
DONOHOO,32437440,37
COMACHO,32437477,37
COCKS,32437514,37
MORGEN,32437551,37
SROUFE,32437588,37
AYLING,32437625,37
LAKEMAN,32437662,37
HAMME,32437699,37
MATEY,32437736,37
TINE,32437773,37
THEALL,32437810,37
MOUNSEY,32437847,37
ASQUITH,32437884,37
BADAWI,32437921,37
CRUMM,32437958,37
KUNDA,32437995,37
WARRELL,32438032,37
ABEDI,32438069,37
MINNIE,32438106,37
WYLY,32438143,37
ABDELHAMID,32438180,37
BANGO,32438217,37
BLOISE,32438254,37
CLEMENTSON,32438291,37
BRUNA,32438328,37
DONNAY,32438365,37
AYTES,32438402,37
CANEL,32438439,37
BERING,32438476,37
JARBO,32438513,37
HAGEWOOD,32438550,37
EBEN,32438587,37
WINECOFF,32438624,37
BREACH,32438661,37
APOLLO,32438698,37
TENNENT,32438735,37
MINGA,32438772,37
SITA,32438809,37
ALIA,32438846,37
PILLARS,32438883,37
WORTHMAN,32438920,37
RAWLE,32438957,37
HORTEN,32438994,37
BLAXTON,32439031,37
MAAT,32439068,37
AILEY,32439105,37
MCCOPPIN,32439142,37
BATTIS,32439179,37
VICTORINE,32439216,37
DUGARD,32439253,37
VIEW,32439290,37
DUETT,32439327,37
DOYNE,32439364,37
KIETH,32439401,37
BLESSMAN,32439438,37
SANK,32439475,37
LETA,32439512,37
ED,32439549,37
BRIDGFORTH,32439586,37
CUSTALOW,32439623,37
CREACY,32439660,37
BRADD,32439697,37
GUN,32439734,37
JACKIE,32439771,37
DELERY,32439808,37
MCGREER,32439845,37
SANDRES,32439882,37
MAYMON,32439919,37
ISSACS,32439956,37
DOLIVEIRA,32439993,37
GEYEN,32440030,37
PEDLAR,32440067,37
BRANICK,32440104,37
STAKELY,32440141,37
SUITERS,32440178,37
AQEEL,32440215,37
MCCOBB,32440252,37
MAZIE,32440289,37
GOLMAN,32440326,37
MCQUIN,32440363,37
RATHELL,32440400,37
BRANCHCOMB,32440437,37
WHEELINGTON,32440474,37
NERE,32440511,37
CHIE,32440548,37
WILLIAN,32440585,37
DORVILLE,32440622,37
FENRICK,32440659,37
MONNIE,32440696,37
TAKO,32440733,37
REAN,32440770,37
BEGO,32440807,37
SAVEDGE,32440844,37
CURLS,32440881,37
MADINE,32440918,37
DEOSARAN,32440955,37
CHAPMEN,32440992,37
DENET,32441029,37
MCCUTCHIN,32441066,37
ANTI,32441103,37
SERVICK,32441140,37
STELE,32441177,37
ODDIE,32441214,37
GOZO,32441251,37
GASTIN,32441288,37
MONERO,32441325,37
JOANS,32441362,37
MCCELLAN,32441399,37
GANGADEEN,32441436,37
ANDERSONSMITH,32441473,37
GOODES,32441510,37
CAMAK,32441547,37
MCCARR,32441584,37
LYNDSEY,32441621,37
JUILLET,32441658,37
SAUAGE,32441695,37
SESKER,32441732,37
MCNEILY,32441769,37
HAMUD,32441806,37
LASHA,32441843,37
ETHER,32441880,37
SYLVIE,32441917,37
CHESTINE,32441954,37
SEEMUNGAL,32441991,37
SHYE,32442028,37
MOOLENAAR,32442065,37
DANDRE,32442102,37
COLOMBEL,32442139,37
ABDULJALIL,32442176,37
RANNIE,32442213,37
MINNARD,32442250,37
SINGS,32442287,37
TOBAN,32442324,37
ROWELLS,32442361,37
BRANIC,32442398,37
TINNEN,32442435,37
SILBURN,32442472,37
NOI,32442509,37
OCAMPO,32442545,36
ANGUIANO,32442581,36
RINCON,32442617,36
LIRA,32442653,36
SORIA,32442689,36
TIERNEY,32442725,36
ULLOA,32442761,36
ZIELINSKI,32442797,36
COMSTOCK,32442833,36
KIRCHNER,32442869,36
GUENTHER,32442905,36
LUCIO,32442941,36
LINDSTROM,32442977,36
WEIS,32443013,36
ROSENBAUM,32443049,36
FAHEY,32443085,36
BITTNER,32443121,36
LOZA,32443157,36
MARQUARDT,32443193,36
MONACO,32443229,36
LOFTUS,32443265,36
TAMEZ,32443301,36
HEILMAN,32443337,36
PANG,32443373,36
FAZIO,32443409,36
FELIPE,32443445,36
WIMMER,32443481,36
WHITEHOUSE,32443517,36
THACH,32443553,36
GOSSELIN,32443589,36
KLOTZ,32443625,36
FEDERICO,32443661,36
ALBANO,32443697,36
NICKELL,32443733,36
SPECHT,32443769,36
BERNER,32443805,36
SERAFIN,32443841,36
ELDRED,32443877,36
YINGLING,32443913,36
STRANG,32443949,36
COOMER,32443985,36
LITCHFIELD,32444021,36
KELLERMAN,32444057,36
CHARRON,32444093,36
ARMITAGE,32444129,36
GALLUP,32444165,36
KANTER,32444201,36
HORTA,32444237,36
LEEDS,32444273,36
VIDALES,32444309,36
HARSHMAN,32444345,36
SCHUMAKER,32444381,36
SHAMBLIN,32444417,36
FORAN,32444453,36
MALOTT,32444489,36
RINK,32444525,36
MOMIN,32444561,36
SALO,32444597,36
GONSALES,32444633,36
MONTI,32444669,36
MOLES,32444705,36
EMRICK,32444741,36
CAICEDO,32444777,36
FOULK,32444813,36
HESSON,32444849,36
EAKER,32444885,36
CASSITY,32444921,36
HANER,32444957,36
HANLIN,32444993,36
OVERLY,32445029,36
HASSE,32445065,36
YONKER,32445101,36
JAN,32445137,36
BRAGDON,32445173,36
CARLON,32445209,36
SHARER,32445245,36
MILLIMAN,32445281,36
KIBBE,32445317,36
SMIDT,32445353,36
PETTITT,32445389,36
SHAUL,32445425,36
SMOKER,32445461,36
OREN,32445497,36
GROUNDS,32445533,36
KEISLER,32445569,36
TUNNEY,32445605,36
TREADAWAY,32445641,36
YACOUB,32445677,36
MOTTO,32445713,36
BABU,32445749,36
SAO,32445785,36
JOLIN,32445821,36
SIGEL,32445857,36
LONA,32445893,36
BEAUSOLEIL,32445929,36
VALLO,32445965,36
LISA,32446001,36
WEATHERBEE,32446037,36
RAPE,32446073,36
GRIFFING,32446109,36
DELPINO,32446145,36
GRATTAN,32446181,36
NAZIR,32446217,36
PICKLES,32446253,36
DUNNAVANT,32446289,36
EMFINGER,32446325,36
GIOVANNI,32446361,36
COTHAM,32446397,36
RICHISON,32446433,36
GOLLADAY,32446469,36
AUGUSTO,32446505,36
KARAN,32446541,36
FLURRY,32446577,36
LOIS,32446613,36
RUMP,32446649,36
QUINLEY,32446685,36
FREGIA,32446721,36
MI,32446757,36
BAKEWELL,32446793,36
NEVIL,32446829,36
BEARY,32446865,36
HENDRIKS,32446901,36
BASE,32446937,36
LEAMY,32446973,36
GENET,32447009,36
BLOODSWORTH,32447045,36
TREE,32447081,36
MAKKI,32447117,36
SAMPEY,32447153,36
ALWAN,32447189,36
EGLER,32447225,36
BLANN,32447261,36
WAIDE,32447297,36
HELLEN,32447333,36
BOWERY,32447369,36
AILES,32447405,36
STARGEL,32447441,36
VANROSSUM,32447477,36
SHADDOCK,32447513,36
ABDELLATIF,32447549,36
RISE,32447585,36
PICKEN,32447621,36
SANDA,32447657,36
YEAKEY,32447693,36
MALENA,32447729,36
SHAWL,32447765,36
ERICK,32447801,36
GUI,32447837,36
WALLES,32447873,36
COLFORD,32447909,36
MARKES,32447945,36
HOUTMAN,32447981,36
LARMAN,32448017,36
BANGA,32448053,36
MANA,32448089,36
GARRELL,32448125,36
BURDELL,32448161,36
HESLEY,32448197,36
CANDA,32448233,36
SIFONTES,32448269,36
BOYSON,32448305,36
DEMMITT,32448341,36
AKEN,32448377,36
MITCHELSON,32448413,36
WEECH,32448449,36
BUICK,32448485,36
PRESNALL,32448521,36
MANIRE,32448557,36
PESTANO,32448593,36
ABDELSALAM,32448629,36
CISSON,32448665,36
SIEW,32448701,36
DEN,32448737,36
GEARLDS,32448773,36
BOURGUIGNON,32448809,36
BIO,32448845,36
LUSCO,32448881,36
SEARCEY,32448917,36
RAJAB,32448953,36
LILA,32448989,36
DORCEY,32449025,36
BRIDGMON,32449061,36
STIDMAN,32449097,36
SEOW,32449133,36
WONSEY,32449169,36
ROUFF,32449205,36
PASQUIER,32449241,36
DOSSA,32449277,36
LUDFORD,32449313,36
STUDWELL,32449349,36
GOCHA,32449385,36
WANDA,32449421,36
WRITT,32449457,36
SLEMMONS,32449493,36
RUBINSON,32449529,36
ONELL,32449565,36
YANNEY,32449601,36
NEUSTADTER,32449637,36
OBED,32449673,36
DONGO,32449709,36
DWARKA,32449745,36
RAPPLEY,32449781,36
RIVAL,32449817,36
LENNAN,32449853,36
HIKES,32449889,36
CHERRIE,32449925,36
BUDHAN,32449961,36
DUMELLE,32449997,36
PUNCHARD,32450033,36
DEEBLE,32450069,36
LENDON,32450105,36
ACHONG,32450141,36
DUNE,32450177,36
ZOLLAR,32450213,36
DULLEN,32450249,36
HEADLY,32450285,36
OPIO,32450321,36
PANTING,32450357,36
LORNE,32450393,36
NANCY,32450429,36
ARMOGAN,32450465,36
BADI,32450501,36
HEUSNER,32450537,36
HOSSLEY,32450573,36
DORNES,32450609,36
AUBAIN,32450645,36
FITZPATRIC,32450681,36
CHALES,32450717,36
GUSTA,32450753,36
CLEAVLAND,32450789,36
CHARLOW,32450825,36
